pollster,date,age,MOE,n,mode,IVR,rolling,numeric_date,loess_weight,party,pct,actual_pct,error
Nanos Research,2019-09-19,31,2.8,1200,telephone (rolling),FALSE,TRUE,18158,1.9920476822239894,Conservative,0.368,0.3434,0.02460000000000001
Mainstreet Research,2019-09-18,32,2.14,2087,IVR (rolling),TRUE,TRUE,18157,0.7595399189162924,Conservative,0.342,0.3434,-0.0013999999999999568
Nanos Research,2019-09-18,32,2.8,1200,telephone (rolling),FALSE,TRUE,18157,1.9920476822239894,Conservative,0.374,0.3434,0.030600000000000016
Mainstreet Research,2019-09-17,33,2.21,1935,IVR (rolling),TRUE,TRUE,18156,0.7474142155514583,Conservative,0.344,0.3434,5.999999999999894e-4
Nanos Research,2019-09-17,33,2.8,1200,telephone (rolling),FALSE,TRUE,18156,1.9920476822239894,Conservative,0.37799999999999995,0.3434,0.034599999999999964
EKOS,2019-09-16,34,2.8,1272,IVR,TRUE,FALSE,18155,1.9920476822239894,Conservative,0.353,0.3434,0.009599999999999997
Nanos Research,2019-09-16,34,2.8,1200,telephone (rolling),FALSE,TRUE,18155,1.9920476822239894,Conservative,0.37200000000000005,0.3434,0.02860000000000007
Mainstreet Research,2019-09-15,35,2.23,1935,IVR (rolling),TRUE,TRUE,18154,0.7440550335360278,Conservative,0.348,0.3434,0.004599999999999993
Nanos Research,2019-09-15,35,2.8,1200,telephone (rolling),FALSE,TRUE,18154,1.9920476822239894,Conservative,0.359,0.3434,0.015600000000000003
Angus Reid,2019-09-14,36,2,2154,online,FALSE,FALSE,18153,7.0710678118654755,Conservative,0.36,0.3434,0.016600000000000004
Leger,2019-09-14,36,2.45,1598,online,FALSE,FALSE,18153,6.3887656499993986,Conservative,0.33,0.3434,-0.013399999999999967
Mainstreet Research,2019-09-14,36,2.23,1935,IVR (rolling),TRUE,FALSE,18153,2.2321651006080834,Conservative,0.35,0.3434,0.006599999999999995
Nanos Research,2019-09-14,36,2.8,1200,telephone (rolling),FALSE,TRUE,18153,1.9920476822239894,Conservative,0.344,0.3434,5.999999999999894e-4
Nanos Research,2019-09-13,37,2.8,1200,telephone (rolling),FALSE,TRUE,18152,1.9920476822239894,Conservative,0.32299999999999995,0.3434,-0.02040000000000003
Nanos Research,2019-09-12,38,2.8,1200,telephone (rolling),FALSE,FALSE,18151,5.976143046671968,Conservative,0.32799999999999996,0.3434,-0.015400000000000025
DART/Maru,2019-09-11,39,2.9,1517,online,FALSE,FALSE,18150,5.872202195147035,Conservative,0.35,0.3434,0.006599999999999995
Ipsos,2019-09-11,39,2.2,2562,online/telephone,FALSE,FALSE,18150,6.741998624632421,Conservative,0.35,0.3434,0.006599999999999995
Forum Research,2019-09-10,40,3,1001,IVR,TRUE,FALSE,18149,1.9245008972987525,Conservative,0.363,0.3434,0.019600000000000006
Innovative Research,2019-09-10,40,1.6139420305353236,1622,online,FALSE,FALSE,18149,7.87147343564132,Conservative,0.32,0.3434,-0.023399999999999976
Abacus Data,2019-09-08,42,2.2,2000,online,FALSE,FALSE,18147,6.741998624632421,Conservative,0.35,0.3434,0.006599999999999995
Mainstreet Research,2019-09-07,43,2.26,1876,IVR,TRUE,FALSE,18146,2.2173003507924647,Conservative,0.34,0.3434,-0.0033999999999999586
Leger,2019-09-06,44,2.49,1546,online,FALSE,FALSE,18145,6.337242505244779,Conservative,0.35,0.3434,0.006599999999999995
Nanos Research,2019-09-05,45,3.1,1000,telephone (rolling),FALSE,TRUE,18144,1.893206114156883,Conservative,0.307,0.3434,-0.03639999999999999
Campaign Research,2019-09-04,46,2.14,2094,online,FALSE,FALSE,18143,6.835859270246631,Conservative,0.34,0.3434,-0.0033999999999999586
Innovative Research,2019-08-31,50,1.1426391501437738,3236,online,FALSE,FALSE,18139,9.355035716193102,Conservative,0.34,0.3434,-0.0033999999999999586
Nanos Research,2019-08-29,52,3.1,1000,telephone (rolling),FALSE,TRUE,18137,1.893206114156883,Conservative,0.313,0.3434,-0.030399999999999983
Abacus Data,2019-08-27,54,1.5,4549,online,FALSE,FALSE,18135,8.16496580927726,Conservative,0.34,0.3434,-0.0033999999999999586
Leger,2019-08-26,55,2.14,2102,online,FALSE,FALSE,18134,6.835859270246631,Conservative,0.33,0.3434,-0.013399999999999967
Angus Reid,2019-08-24,57,2.5,1534,online,FALSE,FALSE,18132,6.324555320336758,Conservative,0.36,0.3434,0.016600000000000004
EKOS,2019-08-23,58,3.3,902,IVR,TRUE,FALSE,18131,1.834939608543934,Conservative,0.32899999999999996,0.3434,-0.014400000000000024
Nanos Research,2019-08-22,59,3.1,1000,telephone (rolling),FALSE,TRUE,18130,1.893206114156883,Conservative,0.33649999999999997,0.3434,-0.006900000000000017
Abacus Data,2019-08-17,64,2.2,2152,online,FALSE,FALSE,18125,6.741998624632421,Conservative,0.32,0.3434,-0.023399999999999976
DART/Maru,2019-08-17,64,2.9,1512,online,FALSE,FALSE,18125,5.872202195147035,Conservative,0.39,0.3434,0.04660000000000003
Ipsos,2019-08-17,64,3.5,1001,online,FALSE,FALSE,18125,5.3452248382484875,Conservative,0.35,0.3434,0.006599999999999995
EKOS,2019-08-16,65,2.9,1182,IVR,TRUE,FALSE,18124,1.9574007317156783,Conservative,0.341,0.3434,-0.0023999999999999577
Leger,2019-08-16,65,2.5,1535,online,FALSE,FALSE,18124,6.324555320336758,Conservative,0.33,0.3434,-0.013399999999999967
Nanos Research,2019-08-15,66,3.1,1000,telephone (rolling),FALSE,TRUE,18123,1.893206114156883,Conservative,0.3141,0.3434,-0.029299999999999993
Campaign Research,2019-08-12,69,2,2365,online,FALSE,FALSE,18120,7.0710678118654755,Conservative,0.33,0.3434,-0.013399999999999967
Nanos Research,2019-08-08,73,3.1,1000,telephone (rolling),FALSE,TRUE,18116,1.893206114156883,Conservative,0.3246,0.3434,-0.018799999999999983
Abacus Data,2019-08-04,77,2.7,1422,online,FALSE,FALSE,18112,6.085806194501846,Conservative,0.33,0.3434,-0.013399999999999967
Nanos Research,2019-08-01,80,3.1,1000,telephone (rolling),FALSE,TRUE,18109,1.893206114156883,Conservative,0.308,0.3434,-0.03539999999999999
Mainstreet Research,2019-07-30,82,1.97,2463,IVR,TRUE,FALSE,18107,2.374901666263655,Conservative,0.341,0.3434,-0.0023999999999999577
Forum Research,2019-07-27,85,3,1733,IVR,TRUE,FALSE,18104,1.9245008972987525,Conservative,0.34,0.3434,-0.0033999999999999586
Innovative Research,2019-07-26,86,1.5303652303810362,1804,online,FALSE,FALSE,18103,8.083556068501098,Conservative,0.32,0.3434,-0.023399999999999976
Leger,2019-07-20,92,2.5,1536,online,FALSE,FALSE,18097,6.324555320336758,Conservative,0.36,0.3434,0.016600000000000004
EKOS,2019-07-19,93,2.9,1115,IVR,TRUE,FALSE,18096,1.9574007317156783,Conservative,0.36,0.3434,0.016600000000000004
Nanos Research,2019-07-18,94,3.1,1000,telephone (rolling),FALSE,TRUE,18095,1.893206114156883,Conservative,0.3,0.3434,-0.043399999999999994
Research Co.,2019-07-16,96,3.1,1000,online,FALSE,FALSE,18093,5.679618342470649,Conservative,0.31,0.3434,-0.033399999999999985
Abacus Data,2019-07-15,97,2.6,1500,online,FALSE,FALSE,18092,6.201736729460422,Conservative,0.32,0.3434,-0.023399999999999976
Ipsos,2019-07-13,99,3.5,1000,online,FALSE,FALSE,18090,5.3452248382484875,Conservative,0.37,0.3434,0.026600000000000013
EKOS,2019-07-12,100,2.9,1186,IVR,TRUE,FALSE,18089,1.9574007317156783,Conservative,0.313,0.3434,-0.030399999999999983
Campaign Research,2019-07-11,101,2.3,1896,online,FALSE,FALSE,18088,6.593804733957869,Conservative,0.32,0.3434,-0.023399999999999976
Nanos Research,2019-07-11,101,3.1,1000,telephone (rolling),FALSE,TRUE,18088,1.893206114156883,Conservative,0.297,0.3434,-0.0464
Angus Reid,2019-07-10,102,2,2361,online,FALSE,FALSE,18087,7.0710678118654755,Conservative,0.38,0.3434,0.03660000000000002
Nanos Research,2019-07-04,108,3.1,1000,telephone (rolling),FALSE,TRUE,18081,1.893206114156883,Conservative,0.304,0.3434,-0.03939999999999999
Innovative Research,2019-07-03,109,1.2961174627082135,2515,online,FALSE,FALSE,18080,8.783706565828778,Conservative,0.32,0.3434,-0.023399999999999976
EKOS,2019-07-02,110,3.2,948,IVR,TRUE,FALSE,18079,1.863389981249825,Conservative,0.32299999999999995,0.3434,-0.02040000000000003
Mainstreet Research,2019-07-01,111,1.9,2651,IVR,TRUE,FALSE,18078,2.418254167033372,Conservative,0.332,0.3434,-0.011399999999999966
Abacus Data,2019-06-30,112,1.8,3092,online,FALSE,FALSE,18077,7.453559924999299,Conservative,0.33,0.3434,-0.013399999999999967
Nanos Research,2019-06-27,115,3.1,1000,telephone (rolling),FALSE,TRUE,18074,1.893206114156883,Conservative,0.317,0.3434,-0.02639999999999998
DART/Maru,2019-06-26,116,2.9,1512,online,FALSE,FALSE,18073,5.872202195147035,Conservative,0.37,0.3434,0.026600000000000013
EKOS,2019-06-23,119,1.8810970105630063,1194,IVR,TRUE,FALSE,18070,2.430374213609525,Conservative,0.341,0.3434,-0.0023999999999999577
Forum Research,2019-06-22,120,3,1539,IVR,TRUE,FALSE,18069,1.9245008972987525,Conservative,0.35,0.3434,0.006599999999999995
Nanos Research,2019-06-20,122,3.1,1000,telephone (rolling),FALSE,TRUE,18067,1.893206114156883,Conservative,0.32799999999999996,0.3434,-0.015400000000000025
Nanos Research,2019-06-13,129,3.1,1000,telephone (rolling),FALSE,TRUE,18060,1.893206114156883,Conservative,0.34,0.3434,-0.0033999999999999586
EKOS,2019-06-11,131,2,2491,IVR,TRUE,FALSE,18058,2.3570226039551585,Conservative,0.342,0.3434,-0.0013999999999999568
Leger,2019-06-07,135,2.5,1528,online,FALSE,FALSE,18054,6.324555320336758,Conservative,0.38,0.3434,0.03660000000000002
Nanos Research,2019-06-06,136,3.1,1000,telephone (rolling),FALSE,TRUE,18053,1.893206114156883,Conservative,0.342,0.3434,-0.0013999999999999568
Campaign Research,2019-06-05,137,1.9,2735,online,FALSE,FALSE,18052,7.2547625011001164,Conservative,0.35,0.3434,0.006599999999999995
Ipsos,2019-06-05,137,3.5,1003,online,FALSE,FALSE,18052,5.3452248382484875,Conservative,0.37,0.3434,0.026600000000000013
Angus Reid,2019-06-02,140,2,4698,online,FALSE,FALSE,18049,7.0710678118654755,Conservative,0.37,0.3434,0.026600000000000013
Forum Research,2019-06-01,141,3,1633,IVR,TRUE,FALSE,18048,1.9245008972987525,Conservative,0.34,0.3434,-0.0033999999999999586
Nanos Research,2019-05-30,143,3.1,1000,telephone (rolling),FALSE,TRUE,18046,1.893206114156883,Conservative,0.34299999999999997,0.3434,-4.0000000000001146e-4
Abacus Data,2019-05-28,145,2.6,1500,online,FALSE,FALSE,18044,6.201736729460422,Conservative,0.32,0.3434,-0.023399999999999976
Innovative Research,2019-05-25,148,1.5806712450288418,1691,online,FALSE,FALSE,18041,7.953883462706385,Conservative,0.33,0.3434,-0.013399999999999967
Nanos Research,2019-05-23,150,3.1,1000,telephone (rolling),FALSE,TRUE,18039,1.893206114156883,Conservative,0.348,0.3434,0.004599999999999993
Nanos Research,2019-05-16,157,3.1,1000,telephone (rolling),FALSE,TRUE,18032,1.893206114156883,Conservative,0.359,0.3434,0.015600000000000003
Nanos Research,2019-05-09,164,3.1,1000,telephone (rolling),FALSE,TRUE,18025,1.893206114156883,Conservative,0.354,0.3434,0.010599999999999998
Nanos Research,2019-05-02,171,3.1,1000,telephone (rolling),FALSE,TRUE,18018,1.893206114156883,Conservative,0.345,0.3434,0.0015999999999999903
Campaign Research,2019-04-30,173,2.6,1471,online,FALSE,FALSE,18016,6.201736729460422,Conservative,0.35,0.3434,0.006599999999999995
Abacus Data,2019-04-28,175,1.5,4015,online,FALSE,FALSE,18014,8.16496580927726,Conservative,0.34,0.3434,-0.0033999999999999586
Angus Reid,2019-04-28,175,2.5,1525,online,FALSE,FALSE,18014,6.324555320336758,Conservative,0.38,0.3434,0.03660000000000002
Nanos Research,2019-04-25,178,3.1,1000,telephone (rolling),FALSE,TRUE,18011,1.893206114156883,Conservative,0.349,0.3434,0.005599999999999994
Forum Research,2019-04-23,180,3,1595,IVR,TRUE,FALSE,18009,1.9245008972987525,Conservative,0.37,0.3434,0.026600000000000013
Ipsos,2019-04-23,180,3.5,1000,online,FALSE,FALSE,18009,5.3452248382484875,Conservative,0.36,0.3434,0.016600000000000004
Leger,2019-04-19,184,2.5,1522,online,FALSE,FALSE,18005,6.324555320336758,Conservative,0.4,0.3434,0.05660000000000004
Nanos Research,2019-04-17,186,3.1,1000,telephone (rolling),FALSE,TRUE,18003,1.893206114156883,Conservative,0.355,0.3434,0.0116
Nanos Research,2019-04-11,192,3.1,1000,telephone (rolling),FALSE,TRUE,17997,1.893206114156883,Conservative,0.35,0.3434,0.006599999999999995
Campaign Research,2019-04-05,198,2.2,2035,online,FALSE,FALSE,17991,6.741998624632421,Conservative,0.34,0.3434,-0.0033999999999999586
Forum Research,2019-04-05,198,3,1634,IVR,TRUE,FALSE,17991,1.9245008972987525,Conservative,0.42,0.3434,0.0766
Innovative Research,2019-04-05,198,1.2930363550315669,2527,online,FALSE,FALSE,17991,8.7941654530566,Conservative,0.32,0.3434,-0.023399999999999976
Nanos Research,2019-04-04,199,3.1,1000,telephone (rolling),FALSE,TRUE,17990,1.893206114156883,Conservative,0.349,0.3434,0.005599999999999994
Nanos Research,2019-03-28,206,3.1,1000,telephone (rolling),FALSE,TRUE,17983,1.893206114156883,Conservative,0.35100000000000003,0.3434,0.007600000000000051
Ipsos,2019-03-25,209,3.5,1002,online,FALSE,FALSE,17980,5.3452248382484875,Conservative,0.4,0.3434,0.05660000000000004
Mainstreet Research,2019-03-24,210,1.06,8501,IVR,TRUE,FALSE,17979,3.237619541190881,Conservative,0.374,0.3434,0.030600000000000016
Angus Reid,2019-03-23,211,2,5807,online,FALSE,FALSE,17978,7.0710678118654755,Conservative,0.37,0.3434,0.026600000000000013
Nanos Research,2019-03-21,213,3.1,1000,telephone (rolling),FALSE,TRUE,17976,1.893206114156883,Conservative,0.34600000000000003,0.3434,0.0026000000000000467
Forum Research,2019-03-19,215,3,1490,IVR,TRUE,FALSE,17974,1.9245008972987525,Conservative,0.41,0.3434,0.06659999999999999
Leger,2019-03-17,217,2.51,1513,online,FALSE,FALSE,17972,6.311944030978031,Conservative,0.37,0.3434,0.026600000000000013
Nanos Research,2019-03-14,220,3.1,1000,telephone (rolling),FALSE,TRUE,17969,1.893206114156883,Conservative,0.355,0.3434,0.0116
Campaign Research,2019-03-09,225,2.5,1893,online,FALSE,FALSE,17964,6.324555320336758,Conservative,0.36,0.3434,0.016600000000000004
Abacus Data,2019-03-08,226,3.3,900,online (rolling),FALSE,TRUE,17963,1.834939608543934,Conservative,0.34,0.3434,-0.0033999999999999586
Nanos Research,2019-03-07,227,3.1,1000,telephone (rolling),FALSE,TRUE,17962,1.893206114156883,Conservative,0.361,0.3434,0.017600000000000005
Abacus Data,2019-03-05,229,3.3,900,online (rolling),FALSE,TRUE,17960,1.834939608543934,Conservative,0.34,0.3434,-0.0033999999999999586
Abacus Data,2019-03-02,232,2.6,1500,online,FALSE,FALSE,17957,6.201736729460422,Conservative,0.36,0.3434,0.016600000000000004
Ipsos,2019-03-02,232,3.5,1000,online,FALSE,FALSE,17957,5.3452248382484875,Conservative,0.4,0.3434,0.05660000000000004
Nanos Research,2019-02-28,234,3.1,1000,telephone (rolling),FALSE,TRUE,17955,1.893206114156883,Conservative,0.34700000000000003,0.3434,0.0036000000000000476
Forum Research,2019-02-27,235,3,1301,IVR,TRUE,FALSE,17954,1.9245008972987525,Conservative,0.42,0.3434,0.0766
Innovative Research,2019-02-27,235,1.4110443589222743,2122,online,FALSE,FALSE,17954,8.418402116345986,Conservative,0.32,0.3434,-0.023399999999999976
Abacus Data,2019-02-24,238,2.1,2374,online,FALSE,FALSE,17951,6.900655593423543,Conservative,0.33,0.3434,-0.013399999999999967
Angus Reid,2019-02-22,240,3.1,1009,online,FALSE,FALSE,17949,5.679618342470649,Conservative,0.38,0.3434,0.03660000000000002
Nanos Research,2019-02-21,241,3.1,1000,telephone (rolling),FALSE,TRUE,17948,1.893206114156883,Conservative,0.336,0.3434,-0.007399999999999962
Ipsos,2019-02-16,246,3.5,1002,online,FALSE,FALSE,17943,5.3452248382484875,Conservative,0.36,0.3434,0.016600000000000004
Leger,2019-02-16,246,2.51,1529,online,FALSE,FALSE,17943,6.311944030978031,Conservative,0.36,0.3434,0.016600000000000004
Nanos Research,2019-02-14,248,3.1,1000,telephone (rolling),FALSE,TRUE,17941,1.893206114156883,Conservative,0.318,0.3434,-0.025399999999999978
Campaign Research,2019-02-10,252,2.5,1590,online,FALSE,FALSE,17937,6.324555320336758,Conservative,0.37,0.3434,0.026600000000000013
Abacus Data,2019-02-09,253,2,2500,online,FALSE,FALSE,17936,7.0710678118654755,Conservative,0.35,0.3434,0.006599999999999995
Nanos Research,2019-02-07,255,3.1,1000,telephone (rolling),FALSE,TRUE,17934,1.893206114156883,Conservative,0.344,0.3434,5.999999999999894e-4
Abacus Data,2019-02-03,259,2,2500,online,FALSE,FALSE,17930,7.0710678118654755,Conservative,0.34,0.3434,-0.0033999999999999586
Nanos Research,2019-01-31,262,3.1,1000,telephone (rolling),FALSE,TRUE,17927,1.893206114156883,Conservative,0.359,0.3434,0.015600000000000003
Nanos Research,2019-01-24,269,3.1,1000,telephone (rolling),FALSE,TRUE,17920,1.893206114156883,Conservative,0.366,0.3434,0.02260000000000001
Innovative Research,2019-01-19,274,1.3129303902760123,2451,online,FALSE,FALSE,17915,8.727284816812356,Conservative,0.32,0.3434,-0.023399999999999976
Mainstreet Research,2019-01-17,276,1.1,7941,IVR,TRUE,FALSE,17913,3.178208630818641,Conservative,0.35100000000000003,0.3434,0.007600000000000051
Nanos Research,2019-01-17,276,3.1,1000,telephone (rolling),FALSE,TRUE,17913,1.893206114156883,Conservative,0.361,0.3434,0.017600000000000005
Nanos Research,2019-01-10,283,3.1,1000,telephone (rolling),FALSE,TRUE,17906,1.893206114156883,Conservative,0.33899999999999997,0.3434,-0.004400000000000015
Nanos Research,2019-01-03,290,3.1,1000,telephone (rolling),FALSE,TRUE,17899,1.893206114156883,Conservative,0.33299999999999996,0.3434,-0.01040000000000002
Innovative Research,2019-01-02,291,1.2509255832441892,2700,online,FALSE,FALSE,17898,8.940962280603745,Conservative,0.33,0.3434,-0.013399999999999967
Nanos Research,2018-12-27,297,3.1,1000,telephone (rolling),FALSE,TRUE,17892,1.893206114156883,Conservative,0.344,0.3434,5.999999999999894e-4
Nanos Research,2018-12-20,304,3.1,1000,telephone (rolling),FALSE,TRUE,17885,1.893206114156883,Conservative,0.341,0.3434,-0.0023999999999999577
Abacus Data,2018-12-16,308,2.5,2000,online,FALSE,FALSE,17881,6.324555320336758,Conservative,0.34,0.3434,-0.0033999999999999586
Nanos Research,2018-12-13,311,3.1,1000,telephone (rolling),FALSE,TRUE,17878,1.893206114156883,Conservative,0.33899999999999997,0.3434,-0.004400000000000015
Campaign Research,2018-12-12,312,2.5,1494,online,FALSE,FALSE,17877,6.324555320336758,Conservative,0.35,0.3434,0.006599999999999995
Ipsos,2018-12-10,314,2.5,2001,online,FALSE,FALSE,17875,6.324555320336758,Conservative,0.33,0.3434,-0.013399999999999967
Nanos Research,2018-12-06,318,3.1,1000,telephone (rolling),FALSE,TRUE,17871,1.893206114156883,Conservative,0.348,0.3434,0.004599999999999993
Nanos Research,2018-11-29,325,3.1,1000,telephone (rolling),FALSE,TRUE,17864,1.893206114156883,Conservative,0.322,0.3434,-0.021399999999999975
Forum Research,2018-11-28,326,3,1541,IVR,TRUE,FALSE,17863,1.9245008972987525,Conservative,0.43,0.3434,0.08660000000000001
Nanos Research,2018-11-22,332,3.1,1000,telephone (rolling),FALSE,TRUE,17857,1.893206114156883,Conservative,0.315,0.3434,-0.02839999999999998
Leger,2018-11-17,337,2.51,1521,online,FALSE,FALSE,17852,6.311944030978031,Conservative,0.33,0.3434,-0.013399999999999967
Nanos Research,2018-11-15,339,3.1,1000,telephone (rolling),FALSE,TRUE,17850,1.893206114156883,Conservative,0.287,0.3434,-0.056400000000000006
Abacus Data,2018-11-11,343,2.6,1500,online,FALSE,FALSE,17846,6.201736729460422,Conservative,0.31,0.3434,-0.033399999999999985
Innovative Research,2018-11-10,344,1.302607826091329,2490,online,FALSE,FALSE,17845,8.761796426225231,Conservative,0.32,0.3434,-0.023399999999999976
Campaign Research,2018-11-08,346,2.5,2512,online,FALSE,FALSE,17843,6.324555320336758,Conservative,0.35,0.3434,0.006599999999999995
Nanos Research,2018-11-08,346,3.1,1000,telephone (rolling),FALSE,TRUE,17843,1.893206114156883,Conservative,0.275,0.3434,-0.06839999999999996
Mainstreet Research,2018-11-06,348,1.09,7961,IVR,TRUE,FALSE,17841,3.1927542840705048,Conservative,0.34600000000000003,0.3434,0.0026000000000000467
Nanos Research,2018-11-01,353,3.1,1000,telephone (rolling),FALSE,TRUE,17836,1.893206114156883,Conservative,0.281,0.3434,-0.062399999999999956
Nanos Research,2018-10-25,360,3.1,1000,telephone (rolling),FALSE,TRUE,17829,1.893206114156883,Conservative,0.282,0.3434,-0.06140000000000001
Nanos Research,2018-10-18,367,3.1,1000,telephone (rolling),FALSE,TRUE,17822,1.893206114156883,Conservative,0.294,0.3434,-0.0494
Nanos Research,2018-10-11,374,3.1,1000,telephone (rolling),FALSE,TRUE,17815,1.893206114156883,Conservative,0.314,0.3434,-0.02939999999999998
Forum Research,2018-10-09,376,3,1226,IVR,TRUE,FALSE,17813,1.9245008972987525,Conservative,0.41,0.3434,0.06659999999999999
Ipsos,2018-10-07,378,2.5,2001,online,FALSE,FALSE,17811,6.324555320336758,Conservative,0.35,0.3434,0.006599999999999995
Nanos Research,2018-10-04,381,3.1,1000,telephone (rolling),FALSE,TRUE,17808,1.893206114156883,Conservative,0.311,0.3434,-0.032399999999999984
Nanos Research,2018-09-27,388,3.1,1000,telephone (rolling),FALSE,TRUE,17801,1.893206114156883,Conservative,0.317,0.3434,-0.02639999999999998
Innovative Research,2018-09-26,389,1.3240513710559045,2410,online,FALSE,FALSE,17800,8.690556398451607,Conservative,0.31,0.3434,-0.033399999999999985
Nanos Research,2018-09-20,395,3.1,1000,telephone (rolling),FALSE,TRUE,17794,1.893206114156883,Conservative,0.312,0.3434,-0.031399999999999983
DART/Maru,2018-09-19,396,2.1,5769,online,FALSE,FALSE,17793,6.900655593423543,Conservative,0.38,0.3434,0.03660000000000002
Pollara,2018-09-18,397,3.1,1002,online,FALSE,FALSE,17792,5.679618342470649,Conservative,0.34,0.3434,-0.0033999999999999586
Abacus Data,2018-09-17,398,2.2,2000,online,FALSE,FALSE,17791,6.741998624632421,Conservative,0.34,0.3434,-0.0033999999999999586
Campaign Research,2018-09-13,402,2.5,1486,online,FALSE,FALSE,17787,6.324555320336758,Conservative,0.38,0.3434,0.03660000000000002
Nanos Research,2018-09-13,402,3.1,1000,telephone (rolling),FALSE,TRUE,17787,1.893206114156883,Conservative,0.314,0.3434,-0.02939999999999998
Nanos Research,2018-09-06,409,3.1,1000,telephone (rolling),FALSE,TRUE,17780,1.893206114156883,Conservative,0.32799999999999996,0.3434,-0.015400000000000025
Nanos Research,2018-08-30,416,3.1,1000,telephone (rolling),FALSE,TRUE,17773,1.893206114156883,Conservative,0.324,0.3434,-0.019399999999999973
Abacus Data,2018-08-23,423,3.1,1000,online,FALSE,FALSE,17766,5.679618342470649,Conservative,0.34,0.3434,-0.0033999999999999586
Nanos Research,2018-08-23,423,3.1,1000,telephone (rolling),FALSE,TRUE,17766,1.893206114156883,Conservative,0.344,0.3434,5.999999999999894e-4
Abacus Data,2018-08-18,428,2.5,1500,online,FALSE,FALSE,17761,6.324555320336758,Conservative,0.33,0.3434,-0.013399999999999967
Nanos Research,2018-08-16,430,3.1,1000,telephone (rolling),FALSE,TRUE,17759,1.893206114156883,Conservative,0.33899999999999997,0.3434,-0.004400000000000015
Forum Research,2018-08-11,435,3,1777,IVR,TRUE,FALSE,17754,1.9245008972987525,Conservative,0.42,0.3434,0.0766
Nanos Research,2018-08-09,437,3.1,1000,telephone (rolling),FALSE,TRUE,17752,1.893206114156883,Conservative,0.35100000000000003,0.3434,0.007600000000000051
Nanos Research,2018-08-02,444,3.1,1000,telephone (rolling),FALSE,TRUE,17745,1.893206114156883,Conservative,0.366,0.3434,0.02260000000000001
Nanos Research,2018-07-26,451,3.1,1000,telephone (rolling),FALSE,TRUE,17738,1.893206114156883,Conservative,0.35200000000000004,0.3434,0.008600000000000052
Abacus Data,2018-07-20,457,2.2,2000,online,FALSE,FALSE,17732,6.741998624632421,Conservative,0.34,0.3434,-0.0033999999999999586
EKOS,2018-07-20,457,2.7,1302,IVR,TRUE,FALSE,17732,2.0286020648339487,Conservative,0.321,0.3434,-0.022399999999999975
Nanos Research,2018-07-19,458,3.1,1000,telephone (rolling),FALSE,TRUE,17731,1.893206114156883,Conservative,0.359,0.3434,0.015600000000000003
Mainstreet Research,2018-07-16,461,1.01,9384,IVR,TRUE,FALSE,17728,3.3167906340332967,Conservative,0.369,0.3434,0.02560000000000001
Ipsos,2018-07-14,463,3.5,1000,online,FALSE,FALSE,17726,5.3452248382484875,Conservative,0.32,0.3434,-0.023399999999999976
Nanos Research,2018-07-12,465,3.1,1000,telephone (rolling),FALSE,TRUE,17724,1.893206114156883,Conservative,0.345,0.3434,0.0015999999999999903
Nanos Research,2018-07-05,472,3.1,1000,telephone (rolling),FALSE,TRUE,17717,1.893206114156883,Conservative,0.33399999999999996,0.3434,-0.00940000000000002
Nanos Research,2018-06-28,479,3.1,1000,telephone (rolling),FALSE,TRUE,17710,1.893206114156883,Conservative,0.331,0.3434,-0.012399999999999967
Ipsos,2018-06-27,480,3.5,1002,online,FALSE,FALSE,17709,5.3452248382484875,Conservative,0.37,0.3434,0.026600000000000013
Nanos Research,2018-06-21,486,3.1,1000,telephone (rolling),FALSE,TRUE,17703,1.893206114156883,Conservative,0.32,0.3434,-0.023399999999999976
Campaign Research,2018-06-17,490,2.5,1579,online,FALSE,FALSE,17699,6.324555320336758,Conservative,0.36,0.3434,0.016600000000000004
Nanos Research,2018-06-14,493,3.1,1000,telephone (rolling),FALSE,TRUE,17696,1.893206114156883,Conservative,0.325,0.3434,-0.018399999999999972
Ipsos,2018-06-13,494,3.5,1001,online,FALSE,FALSE,17695,5.3452248382484875,Conservative,0.36,0.3434,0.016600000000000004
Angus Reid,2018-06-12,495,3.1,1023,online,FALSE,FALSE,17694,5.679618342470649,Conservative,0.32,0.3434,-0.023399999999999976
Nanos Research,2018-06-07,500,3.1,1000,telephone (rolling),FALSE,TRUE,17689,1.893206114156883,Conservative,0.33,0.3434,-0.013399999999999967
Nanos Research,2018-05-31,507,3.1,1000,telephone (rolling),FALSE,TRUE,17682,1.893206114156883,Conservative,0.34,0.3434,-0.0033999999999999586
Forum Research,2018-05-30,508,3,969,IVR,TRUE,FALSE,17681,1.9245008972987525,Conservative,0.44,0.3434,0.09660000000000002
Nanos Research,2018-05-24,514,3.1,1000,telephone (rolling),FALSE,TRUE,17675,1.893206114156883,Conservative,0.36,0.3434,0.016600000000000004
Nanos Research,2018-05-17,521,3.1,1000,telephone (rolling),FALSE,TRUE,17668,1.893206114156883,Conservative,0.34,0.3434,-0.0033999999999999586
Forum Research,2018-05-15,523,3,1484,IVR,TRUE,FALSE,17666,1.9245008972987525,Conservative,0.46,0.3434,0.11660000000000004
Nanos Research,2018-05-10,528,3.1,1000,telephone (rolling),FALSE,TRUE,17661,1.893206114156883,Conservative,0.344,0.3434,5.999999999999894e-4
