pollster,median_date,mode,n,LV,region,party,pct
DART/Maru,2019-08-17,online,1342,FALSE,Atlantic,Green,0.05
Leger,2019-08-18,online,1535,FALSE,Atlantic,Green,0.21
Abacus Data,2019-08-19,online,2152,FALSE,Atlantic,Green,0.14
EKOS,2019-08-19,online,750,FALSE,Atlantic,Green,
EKOS,2019-08-21,online,1067,FALSE,Atlantic,Green,0.124
Angus Reid,2019-08-24,online,1534,FALSE,Atlantic,Green,0.17
Abacus Data,2019-08-26,online,4549,FALSE,Atlantic,Green,0.13
EKOS,2019-08-27,online,1086,FALSE,Atlantic,Green,
Leger,2019-08-28,online,2102,FALSE,Atlantic,Green,0.15
EKOS,2019-08-28,online,902,FALSE,Atlantic,Green,0.11
Innovative Research,2019-09-02,online,1894,FALSE,Atlantic,Green,0.12
Campaign Research,2019-09-04,online,2094,FALSE,Atlantic,Green,0.21
EKOS,2019-09-04,online,2393,FALSE,Atlantic,Green,
Mainstreet Research,2019-09-07,telephone,1876,FALSE,Atlantic,Green,0.124
Leger,2019-09-08,online,1546,FALSE,Atlantic,Green,0.07
Abacus Data,2019-09-08,online,2000,FALSE,Atlantic,Green,0.16
Insights West,2019-09-08,online,6952,FALSE,Atlantic,Green,
Forum Research,2019-09-11,IVR,1001,FALSE,Atlantic,Green,0.123
DART/Maru,2019-09-11,online,1517,FALSE,Atlantic,Green,0.17
Innovative Research,2019-09-13,online,1622,FALSE,Atlantic,Green,0.11
Mainstreet Research,2019-09-14,IVR,1900,FALSE,Atlantic,Green,
Leger,2019-09-15,online,1598,FALSE,Atlantic,Green,
Nanos Research,2019-09-15,online,2670,FALSE,Atlantic,Green,
Angus Reid,2019-09-17,online,1805,FALSE,Atlantic,Green,
Campaign Research,2019-09-19,online,2575,FALSE,Atlantic,Green,
Campaign Research,2019-09-19,telephone,2513,FALSE,Atlantic,Green,
Abacus Data,2019-09-20,online,1929,FALSE,Atlantic,Green,0.14
EKOS,2019-09-20,online,1152,FALSE,Atlantic,Green,0.157
Forum Research,2019-09-20,IVR,2449,FALSE,Atlantic,Green,0.15
Insights West,2019-09-21,online,6936,FALSE,Atlantic,Green,
Angus Reid,2019-09-22,online,1523,FALSE,Atlantic,Green,0.17
Leger,2019-09-22,online,2153,FALSE,Atlantic,Green,0.23
Innovative Research,2019-09-23,online,2303,FALSE,Atlantic,Green,0.14
Abacus Data,2019-09-25,online,1975,FALSE,Atlantic,Green,0.17
Research Co.,2019-09-25,online,1000,FALSE,Atlantic,Green,0.13
Nanos Research,2019-09-25,online,2827,FALSE,Atlantic,Green,
EKOS,2019-09-28,online,1492,FALSE,Atlantic,Green,0.16
Angus Reid,2019-09-29,online,1522,FALSE,Atlantic,Green,0.11
Mainstreet Research,2019-09-29,IVR,2360,FALSE,Atlantic,Green,
Leger,2019-09-29,online,1558,FALSE,Atlantic,Green,0.19
Forum Research,2019-10-01,IVR,1853,FALSE,Atlantic,Green,0.17
Campaign Research,2019-10-01,online,4755,FALSE,Atlantic,Green,0.19
Abacus Data,2019-10-04,online,1556,FALSE,Atlantic,Green,0.14
Mainstreet Research,2019-10-04,IVR,2338,FALSE,Atlantic,Green,
Innovative Research,2019-10-05,online,2835,FALSE,Atlantic,Green,0.17
Forum Research,2019-10-08,IVR,1013,FALSE,Atlantic,Green,0.18
Leger,2019-10-08,online,2150,FALSE,Atlantic,Green,0.11
Leger,2019-10-08,online,9317,FALSE,Atlantic,Green,
Lethbridge College,2019-10-08,online,9474,FALSE,Atlantic,Green,
Innovative Research,2019-10-09,online,2394,FALSE,Atlantic,Green,0.12
Angus Reid,2019-10-09,online,3031,FALSE,Atlantic,Green,0.15
EKOS,2019-10-09,online,1947,FALSE,Atlantic,Green,0.1
Campaign Research,2019-10-09,online,4037,FALSE,Atlantic,Green,0.1
Abacus Data,2019-10-09,online,3000,FALSE,Atlantic,Green,0.14
DART/Maru,2019-10-09,online,1310,FALSE,Atlantic,Green,0.12
Nanos Research,2019-10-09,telephone,3705,FALSE,Atlantic,Green,
Forum Research,2019-10-11,IVR,4338,FALSE,Atlantic,Green,
EKOS,2019-10-13,online,1904,FALSE,Atlantic,Green,0.06
Angus Reid,2019-10-14,online,2100,FALSE,Atlantic,Green,0.15
Leger,2019-10-14,online,13013,FALSE,Atlantic,Green,
Forum Research,2019-10-16,IVR,1028,FALSE,Atlantic,Green,0.14
DART/Maru,2019-10-16,online,1518,FALSE,Atlantic,Green,0.13
EKOS,2019-10-16,online,1881,FALSE,Atlantic,Green,0.1
Innovative Research,2019-10-16,online,3094,FALSE,Atlantic,Green,0.11
Innovative Research,2019-10-16,online,1964,FALSE,Atlantic,Green,0.15
Campaign Research,2019-10-17,online,1987,FALSE,Atlantic,Green,0.16
Abacus Data,2019-10-18,online,2000,FALSE,Atlantic,Green,0.08
Campaign Research,2019-10-18,online,5039,FALSE,Atlantic,Green,0.15
Leger,2019-10-18,online,2117,FALSE,Atlantic,Green,0.11
Research Co.,2019-10-19,online,957,FALSE,Atlantic,Green,0.12
Mainstreet Research,2018-01-06,IVR,9830,FALSE,Atlantic,People's,
Campaign Research,2018-01-11,online,1887,FALSE,Atlantic,People's,
Forum Research,2018-01-24,IVR,1408,FALSE,Atlantic,People's,
Abacus Data,2018-01-28,online,1411,FALSE,Atlantic,People's,
Campaign Research,2018-02-10,online,2227,FALSE,Atlantic,People's,
Ipsos,2018-03-01,online,1001,FALSE,Atlantic,People's,
Forum Research,2018-03-01,IVR,941,FALSE,Atlantic,People's,
Abacus Data,2018-03-04,online,1411,FALSE,Atlantic,People's,
Angus Reid,2018-03-15,online,5423,FALSE,Atlantic,People's,
Ipsos,2018-03-23,online,1001,FALSE,Atlantic,People's,
Mainstreet Research,2018-04-18,IVR,9401,FALSE,Atlantic,People's,
Forum Research,2018-04-20,IVR,1585,FALSE,Atlantic,People's,
Ipsos,2018-04-30,online,1907,FALSE,Atlantic,People's,
Innovative Research,2018-05-02,telephone,1000,FALSE,Atlantic,People's,
Leger,2018-05-10,online,2103,FALSE,Atlantic,People's,
Innovative Research,2018-05-14,online,2327,FALSE,Atlantic,People's,
Forum Research,2018-05-16,IVR,969,FALSE,Atlantic,People's,
Angus Reid,2018-06-14,online,1023,FALSE,Atlantic,People's,
Ipsos,2018-06-15,online,1001,FALSE,Atlantic,People's,
Campaign Research,2018-06-18,online,1579,FALSE,Atlantic,People's,
Ipsos,2018-06-29,online,1002,FALSE,Atlantic,People's,
Ipsos,2018-07-16,online,1000,FALSE,Atlantic,People's,
Mainstreet Research,2018-07-17,IVR,9384,FALSE,Atlantic,People's,
Abacus Data,2018-07-22,online,2000,FALSE,Atlantic,People's,
EKOS,2018-07-26,IVR,1302,FALSE,Atlantic,People's,
Forum Research,2018-08-12,IVR,1777,FALSE,Atlantic,People's,
Abacus Data,2018-08-20,online,1500,FALSE,Atlantic,People's,
Abacus Data,2018-08-25,online,1000,FALSE,Atlantic,People's,0.02
Campaign Research,2018-09-14,online,1486,FALSE,Atlantic,People's,
Abacus Data,2018-09-19,online,2000,FALSE,Atlantic,People's,0.01
DART/Maru,2018-09-19,online,5769,FALSE,Atlantic,People's,0.02
Pollara,2018-09-20,online,1002,FALSE,Atlantic,People's,0.01
Innovative Research,2018-10-01,online,2410,FALSE,Atlantic,People's,0.03
Ipsos,2018-10-09,online,2001,FALSE,Atlantic,People's,0.01
Forum Research,2018-10-10,IVR,1226,FALSE,Atlantic,People's,0
Mainstreet Research,2018-11-07,IVR,7961,FALSE,Atlantic,People's,0.039
Campaign Research,2018-11-09,online,2512,FALSE,Atlantic,People's,0.02
Abacus Data,2018-11-13,online,2490,FALSE,Atlantic,People's,0.04
Leger,2018-11-20,online,1521,FALSE,Atlantic,People's,0.04
Forum Research,2018-11-29,IVR,1541,FALSE,Atlantic,People's,0
Ipsos,2018-12-12,online,2001,FALSE,Atlantic,People's,0.01
Campaign Research,2018-12-13,online,1494,FALSE,Atlantic,People's,0.03
Abacus Data,2018-12-18,online,2000,FALSE,Atlantic,People's,0.04
Mainstreet Research,2019-01-15,IVR,7941,FALSE,Atlantic,People's,0.033
Innovative Research,2019-01-20,telephone,2451,FALSE,Atlantic,People's,0.06
Abacus Data,2019-02-02,online,2500,FALSE,Atlantic,People's,0.04
Campaign Research,2019-02-09,online,1590,FALSE,Atlantic,People's,0.03
Abacus Data,2019-02-10,online,2500,FALSE,Atlantic,People's,0.04
Ipsos,2019-02-18,online,1002,FALSE,Atlantic,People's,0.02
Leger,2019-02-19,online,1529,FALSE,Atlantic,People's,0.01
Angus Reid,2019-02-23,online,1009,FALSE,Atlantic,People's,0.05
Abacus Data,2019-02-24,online,2374,FALSE,Atlantic,People's,0.05
Forum Research,2019-02-28,IVR,1301,FALSE,Atlantic,People's,0.04
Abacus Data,2019-03-02,online,1500,FALSE,Atlantic,People's,0.06
Ipsos,2019-03-03,online,1000,FALSE,Atlantic,People's,0
Innovative Research,2019-03-03,online,2122,FALSE,Atlantic,People's,0.07
Campaign Research,2019-03-09,online,1893,FALSE,Atlantic,People's,0.05
Angus Reid,2019-03-18,online,5807,FALSE,Atlantic,People's,0.05
Leger,2019-03-20,online,1513,FALSE,Atlantic,People's,0.04
Forum Research,2019-03-20,IVR,1490,FALSE,Atlantic,People's,0.02
Mainstreet Research,2019-03-22,IVR,8501,FALSE,Atlantic,People's,0.022
Ipsos,2019-03-26,online,1002,FALSE,Atlantic,People's,0.02
Campaign Research,2019-04-05,online,2035,FALSE,Atlantic,People's,0.02
Forum Research,2019-04-05,IVR,1634,FALSE,Atlantic,People's,0.01
Innovative Research,2019-04-07,online,2527,FALSE,Atlantic,People's,0.03
Leger,2019-04-20,online,1522,FALSE,Atlantic,People's,0.05
Ipsos,2019-04-24,online,1000,FALSE,Atlantic,People's,0
Forum Research,2019-04-24,IVR,1595,FALSE,Atlantic,People's,0.04
Abacus Data,2019-04-27,online,4015,FALSE,Atlantic,People's,0.05
Angus Reid,2019-04-28,online,1525,FALSE,Atlantic,People's,0.0148
Campaign Research,2019-05-01,online,1471,FALSE,Atlantic,People's,0.04
Abacus Data,2019-05-29,online,1500,FALSE,Atlantic,People's,0.06
Innovative Research,2019-05-29,online,1691,FALSE,Atlantic,People's,0.03
Angus Reid,2019-06-01,online,4698,FALSE,Atlantic,People's,0.06
Forum Research,2019-06-01,IVR,1633,FALSE,Atlantic,People's,0.04
Campaign Research,2019-06-05,online,2735,FALSE,Atlantic,People's,0.02
Ipsos,2019-06-06,online,1003,FALSE,Atlantic,People's,0.02
Leger,2019-06-09,online,1528,FALSE,Atlantic,People's,0.06
Forum Research,2019-06-12,IVR,1471,FALSE,Atlantic,People's,
EKOS,2019-06-15,IVR,2491,FALSE,Atlantic,People's,0.05
Forum Research,2019-06-22,IVR,1539,FALSE,Atlantic,People's,0.02
Innovative Research,2019-06-22,telephone,3055,FALSE,Atlantic,People's,
DART/Maru,2019-06-26,online,1512,FALSE,Atlantic,People's,0.01
EKOS,2019-06-28,IVR,1194,FALSE,Atlantic,People's,0.127
Abacus Data,2019-06-30,online,3092,FALSE,Atlantic,People's,0.04
Mainstreet Research,2019-06-30,telephone,2651,FALSE,Atlantic,People's,0.044
Innovative Research,2019-07-03,online,2515,FALSE,Atlantic,People's,0.03
EKOS,2019-07-08,IVR,425,FALSE,Atlantic,People's,0.066
Angus Reid,2019-07-09,online,2361,FALSE,Atlantic,People's,0.03
Campaign Research,2019-07-10,online,1896,FALSE,Atlantic,People's,0.05
Corbett Communications,2019-07-10,online,3848,FALSE,Atlantic,People's,
Ipsos,2019-07-14,online,1000,FALSE,Atlantic,People's,0
Abacus Data,2019-07-15,online,1500,FALSE,Atlantic,People's,0.04
Research Co.,2019-07-16,online,1000,FALSE,Atlantic,People's,0.06
EKOS,2019-07-17,IVR,1000,FALSE,Atlantic,People's,
Nanos Research,2019-07-19,telephone,1000,FALSE,Atlantic,People's,
Leger,2019-07-21,online,1536,FALSE,Atlantic,People's,0.01
Forum Research,2019-07-23,IVR,4234,FALSE,Atlantic,People's,
Innovative Research,2019-07-24,telephone,3050,FALSE,Atlantic,People's,
EKOS,2019-07-25,online,1000,FALSE,Atlantic,People's,
Forum Research,2019-07-27,IVR,1733,FALSE,Atlantic,People's,0.07
Innovative Research,2019-07-29,online,1804,FALSE,Atlantic,People's,0.04
Mainstreet Research,2019-07-31,IVR,2463,FALSE,Atlantic,People's,0.035
Abacus Data,2019-08-04,online,1422,FALSE,Atlantic,People's,0.06
EKOS,2019-08-07,online,1000,FALSE,Atlantic,People's,
Campaign Research,2019-08-11,online,2365,FALSE,Atlantic,People's,0.01
Narrative Research,2019-08-11,telephone,15843,FALSE,Atlantic,People's,0.02
Corbett Communications,2019-08-12,online,2750,FALSE,Atlantic,People's,
Ipsos,2019-08-17,online,1001,FALSE,Atlantic,People's,0.03
DART/Maru,2019-08-17,online,1342,FALSE,Atlantic,People's,0.06
Leger,2019-08-18,online,1535,FALSE,Atlantic,People's,0.04
Abacus Data,2019-08-19,online,2152,FALSE,Atlantic,People's,0.02
EKOS,2019-08-19,online,750,FALSE,Atlantic,People's,
EKOS,2019-08-21,online,1067,FALSE,Atlantic,People's,0.098
Angus Reid,2019-08-24,online,1534,FALSE,Atlantic,People's,0.03
Abacus Data,2019-08-26,online,4549,FALSE,Atlantic,People's,0.02
EKOS,2019-08-27,online,1086,FALSE,Atlantic,People's,
Leger,2019-08-28,online,2102,FALSE,Atlantic,People's,
EKOS,2019-08-28,online,902,FALSE,Atlantic,People's,0.081
Innovative Research,2019-09-02,online,1894,FALSE,Atlantic,People's,0.06
Campaign Research,2019-09-04,online,2094,FALSE,Atlantic,People's,0.02
EKOS,2019-09-04,online,2393,FALSE,Atlantic,People's,
Mainstreet Research,2019-09-07,telephone,1876,FALSE,Atlantic,People's,0.014
Leger,2019-09-08,online,1546,FALSE,Atlantic,People's,0.03
Abacus Data,2019-09-08,online,2000,FALSE,Atlantic,People's,0.03
Insights West,2019-09-08,online,6952,FALSE,Atlantic,People's,
Forum Research,2019-09-11,IVR,1001,FALSE,Atlantic,People's,0.06
DART/Maru,2019-09-11,online,1517,FALSE,Atlantic,People's,0.16
Innovative Research,2019-09-13,online,1622,FALSE,Atlantic,People's,0.03
Mainstreet Research,2019-09-14,IVR,1900,FALSE,Atlantic,People's,
Leger,2019-09-15,online,1598,FALSE,Atlantic,People's,
Nanos Research,2019-09-15,online,2670,FALSE,Atlantic,People's,
Angus Reid,2019-09-17,online,1805,FALSE,Atlantic,People's,
Campaign Research,2019-09-19,online,2575,FALSE,Atlantic,People's,
Campaign Research,2019-09-19,telephone,2513,FALSE,Atlantic,People's,
Abacus Data,2019-09-20,online,1929,FALSE,Atlantic,People's,0.03
EKOS,2019-09-20,online,1152,FALSE,Atlantic,People's,0.09
Forum Research,2019-09-20,IVR,2449,FALSE,Atlantic,People's,0.03
Insights West,2019-09-21,online,6936,FALSE,Atlantic,People's,
Angus Reid,2019-09-22,online,1523,FALSE,Atlantic,People's,0.02
Leger,2019-09-22,online,2153,FALSE,Atlantic,People's,0.07
Innovative Research,2019-09-23,online,2303,FALSE,Atlantic,People's,0.05
Abacus Data,2019-09-25,online,1975,FALSE,Atlantic,People's,0.02
Research Co.,2019-09-25,online,1000,FALSE,Atlantic,People's,0.02
Nanos Research,2019-09-25,online,2827,FALSE,Atlantic,People's,
EKOS,2019-09-28,online,1492,FALSE,Atlantic,People's,0.07
Angus Reid,2019-09-29,online,1522,FALSE,Atlantic,People's,0.01
Mainstreet Research,2019-09-29,IVR,2360,FALSE,Atlantic,People's,
Leger,2019-09-29,online,1558,FALSE,Atlantic,People's,0.02
Forum Research,2019-10-01,IVR,1853,FALSE,Atlantic,People's,0.05
Campaign Research,2019-10-01,online,4755,FALSE,Atlantic,People's,0.03
Abacus Data,2019-10-04,online,1556,FALSE,Atlantic,People's,0.03
Mainstreet Research,2019-10-04,IVR,2338,FALSE,Atlantic,People's,
Innovative Research,2019-10-05,online,2835,FALSE,Atlantic,People's,0.04
Forum Research,2019-10-08,IVR,1013,FALSE,Atlantic,People's,0.07
Leger,2019-10-08,online,2150,FALSE,Atlantic,People's,0.02
Leger,2019-10-08,online,9317,FALSE,Atlantic,People's,
Lethbridge College,2019-10-08,online,9474,FALSE,Atlantic,People's,
Innovative Research,2019-10-09,online,2394,FALSE,Atlantic,People's,0.04
Angus Reid,2019-10-09,online,3031,FALSE,Atlantic,People's,0.02
EKOS,2019-10-09,online,1947,FALSE,Atlantic,People's,0.06
Campaign Research,2019-10-09,online,4037,FALSE,Atlantic,People's,0.03
Abacus Data,2019-10-09,online,3000,FALSE,Atlantic,People's,0.02
DART/Maru,2019-10-09,online,1310,FALSE,Atlantic,People's,0.03
Nanos Research,2019-10-09,telephone,3705,FALSE,Atlantic,People's,
Forum Research,2019-10-11,IVR,4338,FALSE,Atlantic,People's,
EKOS,2019-10-13,online,1904,FALSE,Atlantic,People's,0.1
Angus Reid,2019-10-14,online,2100,FALSE,Atlantic,People's,0.03
Leger,2019-10-14,online,13013,FALSE,Atlantic,People's,
Forum Research,2019-10-16,IVR,1028,FALSE,Atlantic,People's,0.02
DART/Maru,2019-10-16,online,1518,FALSE,Atlantic,People's,0.02
EKOS,2019-10-16,online,1881,FALSE,Atlantic,People's,0.06
Innovative Research,2019-10-16,online,3094,FALSE,Atlantic,People's,0.04
Innovative Research,2019-10-16,online,1964,FALSE,Atlantic,People's,0.02
Campaign Research,2019-10-17,online,1987,FALSE,Atlantic,People's,0.02
Abacus Data,2019-10-18,online,2000,FALSE,Atlantic,People's,0.02
Campaign Research,2019-10-18,online,5039,FALSE,Atlantic,People's,0.02
Leger,2019-10-18,online,2117,FALSE,Atlantic,People's,0.03
Research Co.,2019-10-19,online,957,FALSE,Atlantic,People's,0.04
Mainstreet Research,2018-01-06,IVR,9830,FALSE,Quebec,Liberal,0.427
Campaign Research,2018-01-11,online,1887,FALSE,Quebec,Liberal,0.49
Forum Research,2018-01-24,IVR,1408,FALSE,Quebec,Liberal,0.46
Abacus Data,2018-01-28,online,1411,FALSE,Quebec,Liberal,0.44
Campaign Research,2018-02-10,online,2227,FALSE,Quebec,Liberal,0.49
Ipsos,2018-03-01,online,1001,FALSE,Quebec,Liberal,0.42
Forum Research,2018-03-01,IVR,941,FALSE,Quebec,Liberal,0.3
Abacus Data,2018-03-04,online,1411,FALSE,Quebec,Liberal,0.43
Angus Reid,2018-03-15,online,5423,FALSE,Quebec,Liberal,0.27
Ipsos,2018-03-23,online,1001,FALSE,Quebec,Liberal,0.4
Mainstreet Research,2018-04-18,IVR,9401,FALSE,Quebec,Liberal,0.468
Forum Research,2018-04-20,IVR,1585,FALSE,Quebec,Liberal,0.27
Ipsos,2018-04-30,online,1907,FALSE,Quebec,Liberal,0.45
Innovative Research,2018-05-02,telephone,1000,FALSE,Quebec,Liberal,0.39
Leger,2018-05-10,online,2103,FALSE,Quebec,Liberal,0.4
Innovative Research,2018-05-14,online,2327,FALSE,Quebec,Liberal,0.36
Forum Research,2018-05-16,IVR,969,FALSE,Quebec,Liberal,0.35
Angus Reid,2018-06-14,online,1023,FALSE,Quebec,Liberal,0.45
Ipsos,2018-06-15,online,1001,FALSE,Quebec,Liberal,0.41
Campaign Research,2018-06-18,online,1579,FALSE,Quebec,Liberal,0.39
Ipsos,2018-06-29,online,1002,FALSE,Quebec,Liberal,0.37
Ipsos,2018-07-16,online,1000,FALSE,Quebec,Liberal,0.46
Mainstreet Research,2018-07-17,IVR,9384,FALSE,Quebec,Liberal,0.458
Abacus Data,2018-07-22,online,2000,FALSE,Quebec,Liberal,0.41
EKOS,2018-07-26,IVR,1302,FALSE,Quebec,Liberal,0.38
Forum Research,2018-08-12,IVR,1777,FALSE,Quebec,Liberal,0.53
Abacus Data,2018-08-20,online,1500,FALSE,Quebec,Liberal,0.44
Abacus Data,2018-08-25,online,1000,FALSE,Quebec,Liberal,0.45
Campaign Research,2018-09-14,online,1486,FALSE,Quebec,Liberal,0.34
Abacus Data,2018-09-19,online,2000,FALSE,Quebec,Liberal,0.41
DART/Maru,2018-09-19,online,5769,FALSE,Quebec,Liberal,0.29
Pollara,2018-09-20,online,1002,FALSE,Quebec,Liberal,0.36
Innovative Research,2018-10-01,online,2410,FALSE,Quebec,Liberal,0.31
Ipsos,2018-10-09,online,2001,FALSE,Quebec,Liberal,0.45
Forum Research,2018-10-10,IVR,1226,FALSE,Quebec,Liberal,0.33
Mainstreet Research,2018-11-07,IVR,7961,FALSE,Quebec,Liberal,0.414
Campaign Research,2018-11-09,online,2512,FALSE,Quebec,Liberal,0.33
Abacus Data,2018-11-13,online,2490,FALSE,Quebec,Liberal,0.36
Leger,2018-11-20,online,1521,FALSE,Quebec,Liberal,0.37
Forum Research,2018-11-29,IVR,1541,FALSE,Quebec,Liberal,0.35
Ipsos,2018-12-12,online,2001,FALSE,Quebec,Liberal,0.4
Campaign Research,2018-12-13,online,1494,FALSE,Quebec,Liberal,0.38
Abacus Data,2018-12-18,online,2000,FALSE,Quebec,Liberal,0.35
Mainstreet Research,2019-01-15,IVR,7941,FALSE,Quebec,Liberal,0.424
Innovative Research,2019-01-20,telephone,2451,FALSE,Quebec,Liberal,0.33
Abacus Data,2019-02-02,online,2500,FALSE,Quebec,Liberal,0.38
Campaign Research,2019-02-09,online,1590,FALSE,Quebec,Liberal,0.36
Abacus Data,2019-02-10,online,2500,FALSE,Quebec,Liberal,0.39
Ipsos,2019-02-18,online,1002,FALSE,Quebec,Liberal,0.38
Leger,2019-02-19,online,1529,FALSE,Quebec,Liberal,0.35
Angus Reid,2019-02-23,online,1009,FALSE,Quebec,Liberal,0.24
Abacus Data,2019-02-24,online,2374,FALSE,Quebec,Liberal,0.36
Forum Research,2019-02-28,IVR,1301,FALSE,Quebec,Liberal,0.39
Abacus Data,2019-03-02,online,1500,FALSE,Quebec,Liberal,0.35
Ipsos,2019-03-03,online,1000,FALSE,Quebec,Liberal,0.35
Innovative Research,2019-03-03,online,2122,FALSE,Quebec,Liberal,0.37
Campaign Research,2019-03-09,online,1893,FALSE,Quebec,Liberal,0.29
Angus Reid,2019-03-18,online,5807,FALSE,Quebec,Liberal,0.27
Leger,2019-03-20,online,1513,FALSE,Quebec,Liberal,0.32
Forum Research,2019-03-20,IVR,1490,FALSE,Quebec,Liberal,0.54
Mainstreet Research,2019-03-22,IVR,8501,FALSE,Quebec,Liberal,0.358
Ipsos,2019-03-26,online,1002,FALSE,Quebec,Liberal,0.38
Campaign Research,2019-04-05,online,2035,FALSE,Quebec,Liberal,0.35
Forum Research,2019-04-05,IVR,1634,FALSE,Quebec,Liberal,0.3
Innovative Research,2019-04-07,online,2527,FALSE,Quebec,Liberal,0.38
Leger,2019-04-20,online,1522,FALSE,Quebec,Liberal,0.31
Ipsos,2019-04-24,online,1000,FALSE,Quebec,Liberal,0.33
Forum Research,2019-04-24,IVR,1595,FALSE,Quebec,Liberal,0.34
Abacus Data,2019-04-27,online,4015,FALSE,Quebec,Liberal,0.35
Angus Reid,2019-04-28,online,1525,FALSE,Quebec,Liberal,0.28
Campaign Research,2019-05-01,online,1471,FALSE,Quebec,Liberal,0.36
Abacus Data,2019-05-29,online,1500,FALSE,Quebec,Liberal,0.44
Innovative Research,2019-05-29,online,1691,FALSE,Quebec,Liberal,0.34
Angus Reid,2019-06-01,online,4698,FALSE,Quebec,Liberal,0.26
Forum Research,2019-06-01,IVR,1633,FALSE,Quebec,Liberal,0.32
Campaign Research,2019-06-05,online,2735,FALSE,Quebec,Liberal,0.35
Ipsos,2019-06-06,online,1003,FALSE,Quebec,Liberal,0.37
Leger,2019-06-09,online,1528,FALSE,Quebec,Liberal,0.28
Forum Research,2019-06-12,IVR,1471,FALSE,Quebec,Liberal,0.32
EKOS,2019-06-15,IVR,2491,FALSE,Quebec,Liberal,0.28
Forum Research,2019-06-22,IVR,1539,FALSE,Quebec,Liberal,0.31
Innovative Research,2019-06-22,telephone,3055,FALSE,Quebec,Liberal,
DART/Maru,2019-06-26,online,1512,FALSE,Quebec,Liberal,0.3
EKOS,2019-06-28,IVR,1194,FALSE,Quebec,Liberal,0.359
Abacus Data,2019-06-30,online,3092,FALSE,Quebec,Liberal,0.33
Mainstreet Research,2019-06-30,telephone,2651,FALSE,Quebec,Liberal,0.367
Innovative Research,2019-07-03,online,2515,FALSE,Quebec,Liberal,0.36
EKOS,2019-07-08,IVR,425,FALSE,Quebec,Liberal,0.351
Angus Reid,2019-07-09,online,2361,FALSE,Quebec,Liberal,0.32
Campaign Research,2019-07-10,online,1896,FALSE,Quebec,Liberal,0.36
Corbett Communications,2019-07-10,online,3848,FALSE,Quebec,Liberal,
Ipsos,2019-07-14,online,1000,FALSE,Quebec,Liberal,0.37
Abacus Data,2019-07-15,online,1500,FALSE,Quebec,Liberal,0.38
Research Co.,2019-07-16,online,1000,FALSE,Quebec,Liberal,0.36
EKOS,2019-07-17,IVR,1000,FALSE,Quebec,Liberal,
Nanos Research,2019-07-19,telephone,1000,FALSE,Quebec,Liberal,0.45
Leger,2019-07-21,online,1536,FALSE,Quebec,Liberal,0.37
Forum Research,2019-07-23,IVR,4234,FALSE,Quebec,Liberal,0.3
Innovative Research,2019-07-24,telephone,3050,FALSE,Quebec,Liberal,
EKOS,2019-07-25,online,1000,FALSE,Quebec,Liberal,
Forum Research,2019-07-27,IVR,1733,FALSE,Quebec,Liberal,0.34
Innovative Research,2019-07-29,online,1804,FALSE,Quebec,Liberal,0.33
Mainstreet Research,2019-07-31,IVR,2463,FALSE,Quebec,Liberal,0.345
Abacus Data,2019-08-04,online,1422,FALSE,Quebec,Liberal,0.36
EKOS,2019-08-07,online,1000,FALSE,Quebec,Liberal,
Campaign Research,2019-08-11,online,2365,FALSE,Quebec,Liberal,0.33
Narrative Research,2019-08-11,telephone,15843,FALSE,Quebec,Liberal,
Corbett Communications,2019-08-12,online,2750,FALSE,Quebec,Liberal,
Ipsos,2019-08-17,online,1001,FALSE,Quebec,Liberal,0.41
DART/Maru,2019-08-17,online,1342,FALSE,Quebec,Liberal,0.31
Leger,2019-08-18,online,1535,FALSE,Quebec,Liberal,0.34
Abacus Data,2019-08-19,online,2152,FALSE,Quebec,Liberal,0.36
EKOS,2019-08-19,online,750,FALSE,Quebec,Liberal,
EKOS,2019-08-21,online,1067,FALSE,Quebec,Liberal,0.317
Angus Reid,2019-08-24,online,1534,FALSE,Quebec,Liberal,0.38
Abacus Data,2019-08-26,online,4549,FALSE,Quebec,Liberal,0.35
EKOS,2019-08-27,online,1086,FALSE,Quebec,Liberal,
Leger,2019-08-28,online,2102,FALSE,Quebec,Liberal,0.34
EKOS,2019-08-28,online,902,FALSE,Quebec,Liberal,0.339
Innovative Research,2019-09-02,online,1894,FALSE,Quebec,Liberal,0.34
Campaign Research,2019-09-04,online,2094,FALSE,Quebec,Liberal,0.37
EKOS,2019-09-04,online,2393,FALSE,Quebec,Liberal,
Mainstreet Research,2019-09-07,telephone,1876,FALSE,Quebec,Liberal,0.403
Leger,2019-09-08,online,1546,FALSE,Quebec,Liberal,0.37
Abacus Data,2019-09-08,online,2000,FALSE,Quebec,Liberal,0.38
Insights West,2019-09-08,online,6952,FALSE,Quebec,Liberal,
Forum Research,2019-09-11,IVR,1001,FALSE,Quebec,Liberal,0.406
DART/Maru,2019-09-11,online,1517,FALSE,Quebec,Liberal,0.32
Innovative Research,2019-09-13,online,1622,FALSE,Quebec,Liberal,0.37
Mainstreet Research,2019-09-14,IVR,1900,FALSE,Quebec,Liberal,0.33
Leger,2019-09-15,online,1598,FALSE,Quebec,Liberal,0.36
Nanos Research,2019-09-15,online,2670,FALSE,Quebec,Liberal,0.362
Angus Reid,2019-09-17,online,1805,FALSE,Quebec,Liberal,
Campaign Research,2019-09-19,online,2575,FALSE,Quebec,Liberal,
